from,to
I donated my time and skills to mentor a young student.,Svoj čas in spretnosti sem namenil mentorstvu mladega študenta.
I could handle those drunk idiots if I wanted to.,"Lahko bi se spopadel s temi pijanimi idioti, če bi to želel."
I am always happy to listen to constructive criticism.,Vedno z veseljem poslušam konstruktivne kritike.
They told me I should be kinder.,"Rekli so mi, da moram biti prijaznejši."
I never had trouble with others not respecting me.,"Nikoli nisem imel težav s tem, da me drugi ne spoštujejo."
"I was in love, so I didn't listen to them.","Bil sem zaljubljen, zato jih nisem poslušal."
They are convinced that I was only looking for sex.,"Prepričani so, da sem iskal samo seks."
I didn't want to be dependent on someone.,Nisem hotel biti odvisen od nekoga.
"I always agreed with others' opinions, even when I had a different viewpoint, just to avoid confrontation or disagreement.","Vedno sem se strinjal z mnenji drugih, tudi če sem imel drugačno stališče, samo zato, da bi se izognil soočenju ali nesoglasju."
I used to watch a lot of documentaries about esoteric stuff.,Včasih sem gledal veliko dokumentarnih filmov o ezoteričnih stvareh.
"I focused on regular dusting, vacuuming, and wiping surfaces to maintain cleanliness and hygiene in my home.","Osredotočil sem se na redno prašenje, sesanje in brisanje površin, da bi ohranil čistočo in higieno v svojem domu."
I was focused on making money when the kids were little.,"Osredotočil sem se na zaslužek, ko so bili otroci majhni."
"I'm the head of this family so I believe I had to cover our basic needs, such as food, shelter and clothing.","Sem glava te družine, zato verjamem, da sem moral pokriti naše osnovne potrebe, kot so hrana, zavetje in oblačila."
I felt so beautiful.,Počutil sem se tako lepo.
"In times of conflict or disagreement, I mediated discussions .",V času konfliktov ali nesoglasja sem posredoval razprave.
I redid my nail polish.,Ponovno sem si preoblikoval lak za nohte.
I paid for the whole family dinner.,Plačal sem za celotno družinsko večerjo.
I am ready to make this country a better place.,Pripravljen sem narediti to državo boljše.
I didn't need any help and carried the washing machine up the stairs alone.,Pomoči nisem potreboval in sam sem pralni stroj nosil po stopnicah.
"As a financial planner, I analyzed clients' financial goals, developed customized investment strategies, and provided ongoing guidance.","Kot finančni načrtovalec sem analiziral finančne cilje strank, razvil prilagojene naložbene strategije in zagotavljal stalne smernice."
"I am no amateur, so I will not allow anyone to treat me like one.","Nisem ljubitelj, zato ne bom dovolil, da bi me kdo obravnaval kot enega."
I made impulsive decisions while under stress.,Impulzivne odločitve sem sprejemala v stresu.
I always had a high self-esteem when it comes to sex.,"Vedno sem imel visoko samozavest, ko gre za seks."
I never liked it when someone told me how to lead my company.,"Nikoli mi ni bilo všeč, ko mi je nekdo povedal, kako naj vodim svoje podjetje."
Would you like some help with that technical task?,Bi radi pomagali pri tej tehnični nalogi?
I cried after leaving the office.,"Jokala sem, ko sem odšla iz pisarne."
"When the weather is bad outside, I tend to be moodier.","Ko je zunaj slabo vreme, sem ponavadi bolj razpoložen."
"As a team leader, I communicated the goals clearly.",Kot vodja ekipe sem jasno sporočil cilje.
I like to have deep and meaningful conversations.,Rad imam globoke in smiselne pogovore.
I always prefered wearing a suit to my workplace.,Vedno sem raje nosila obleko na delovnem mestu.
"I liked doing it, because it was dangerous.","Všeč mi je bilo, ker je bilo nevarno."
I took the car to the repair shop for a regular check-up.,Avto sem odpeljal v servisno delavnico na redni pregled.
I'm self-assured in my abilities.,Sem samozavestna v svojih sposobnostih.
Every step I took radiated an inner assurance.,"Vsak korak, ki sem ga naredil, je izžareval notranjo zagotovilo."
I could never fully commit to my partner.,Nikoli se ne bi mogel popolnoma zavezati svojemu partnerju.
Keeping the office clean is my priority.,Ohranjanje čistosti pisarne je moja prednostna naloga.
I always felt like a natural leader.,Vedno sem se počutil kot naravni vodja.
I was never jealous of anyone because that would only be proof of my lack of confidence.,"Nikoli nisem bil ljubosumen na nikogar, ker bi to bil le dokaz mojega pomanjkanja zaupanja."
I could outdrink you so easily.,Tako enostavno bi te lahko premagal.
I was not afraid of my image being tarnished.,"Nisem se bal, da bi bila moja podoba poškodovana."
I helped my little cousin with his math assignment.,Svojemu bratrancu sem pomagal pri njegovi matematični nalogi.
I'd like to be a firefighter someday.,Nekega dne bi rad postal gasilec.
I could totally imagine myself in their position.,Lahko si predstavljam sebe v njihovem položaju.
Why would I have to be careful?,Zakaj bi moral biti previden?
"Although I was freezing, I gave the child my coat.","Čeprav sem zmrznila, sem otroku dala plašč."
I have always tried to get to know my employees so that I can create the right conditions for them.,"Vedno sem poskušal spoznati svoje zaposlene, da jim lahko ustvarim prave pogoje."
"I didn't need your help, I knew that I could do it by myself.","Nisem potreboval vaše pomoči, vedel sem, da lahko to storim sam."
I didn't ask for a tip.,Nisem prosil za nasvet.
I looked good in the swimming suit as well as in formal wear.,Dobro sem izgledala tako v plavalnih oblekah kot tudi v svečanih oblačilih.
"Sorry about the mess, I didn't get a chance to clean it up.","Oprostite zaradi nereda, nisem ga imel priložnosti pospraviti."
I like mathematics and physics because numbers are always right.,"Všeč mi je matematika in fizika, ker so številke vedno prave."
I assessed the weather forecast before the trip to avoid any potentionally dangerous situations.,"Pred potovanjem sem ocenil vremensko napoved, da bi se izognil morebitnim potencialno nevarnim situacijam."
I have always led an active life.,Vedno sem vodila aktivno življenje.
"The last time I watched a horror movie, I couldn't sleep at night because I was too scared.","Ko sem nazadnje gledal grozljivko, ponoči nisem mogel spati, ker sem bil preveč prestrašen."
"Clad in leather armor, I ventured into the dark dungeon.",Oblečen v usnjen oklep sem se upal v temno ječo.
I was the dominant one in our relationship.,Jaz sem bil prevladujoč v našem odnosu.
I felt better when they came over.,"Počutil sem se bolje, ko so prišli."
I carefully reviewed the product specifications before buying it.,Pred nakupom sem natančno pregledal specifikacije izdelka.
I had a meeting with foreign sponsors.,Srečal sem se s tujimi sponzorji.
I always had a lot of sexual fantasies.,Vedno sem imel veliko spolnih fantazij.
She was upset when she discovered that she had a tumor but I kept reassuring her everything would be alright.,"Bila je razburjena, ko je odkrila, da ima tumor, vendar sem jo nenehno pomirjeval, da bo vse v redu."
"I did not need to hire a moving company, I just did it myself.","Ni mi bilo treba najeti selitvenega podjetja, to sem naredil sam."
"People often commented on my good looks, so I knew that I had attractive features.","Ljudje so pogosto komentirali moj lep videz, zato sem vedel, da imam privlačne lastnosti."
You are really good at technical subjects.,Res ste dobri v tehničnih predmetih.
"If I needed to feel better, I wouldn't have a problem undergoing some surgical procedure.","Če bi se moral počutiti bolje, ne bi imel težav s kakšnim kirurškim posegom."
I stepped into the arena with a brave face and no fear in my heart.,V areno sem stopil s pogumnim obrazom in brez strahu v srcu.
I'm naturally assertive and dominant.,Sem seveda asertiven in prevladujoč.
"I lacked the emotional strength to handle a stressful situation, feeling overwhelmed and vulnerable.","Manjkalo mi je čustvene moči, da bi se spopadel v stresno situacijo, počutil sem se preobremenjen in ranljiv."
I am aware of my shortcomings and try to work on them.,Zavedam se svojih pomanjkljivosti in poskušam delati na njih.
"I was trying to talk to her, because I saw, that she was upset about something.","Poskušal sem govoriti z njo, ker sem videl, da je zaradi nečesa razburjena."
I have always maintained that it is important to try new things so that we don't fall into a rut in a relationship.,"Vedno sem trdil, da je pomembno preizkusiti nove stvari, da ne bi padli v kolovino v razmerju."
I made extra effort to smell good today.,"Danes sem se še posebej potrudila, da bi lepo dišala."
"I couldn't set up a business, I need a boss to tell me what to do.","Nisem mogel ustanoviti podjetja, potrebujem šefa, ki mi pove, kaj naj naredim."
I never ignored any rules.,Nikoli nisem prezrl nobenih pravil.
"My partner didn't want to meet all those people, but I insisted.","Moj partner ni hotel spoznati vseh teh ljudi, vendar sem vztrajal."
I used to do 100 push ups every morning.,Vsako jutro sem naredil 100 push-upov.
I preferred unprotected sex when I was younger.,"Raje sem imel nezaščiten seks, ko sem bil mlajši."
I'm sexually attracted to my colleague.,Spolno me privlači moj kolega.
"I encouraged participation and collaboration, ensuring that everyone's contributions were acknowledged and valued.","Spodbujal sem sodelovanje in sodelovanje ter zagotovil, da so prispevki vseh priznani in cenjeni."
I'd like to give the kids as much comfort as possible.,Otrokom bi rad zagotovil čim več tolažbe.
"I may be tired after every weekend, but at least I have a clean house.","Morda sem utrujena po vsakem vikendu, vendar imam vsaj čisto hišo."
"Let me navigate you, I'm good at it.","Dovolite mi, da vas navigujem, v tem sem dober."
I am convinced that the most beautiful jewel is a smile.,"Prepričan sem, da je najlepši dragulj nasmeh."
"Their phone was really old, so I gave them a new one.","Njihov telefon je bil res star, zato sem jim dal novega."
Once I stepped into the room I could feel the bad energy.,"Ko sem stopil v sobo, sem začutil slabo energijo."
I like to dress in long trousers so nobody would see my legs.,"Rad se oblečem v dolge hlače, da mi nihče ne bi videl nog."
I didn't leave my room all weekend because I was playing computer games.,"Ves vikend nisem zapustil sobe, ker sem igral računalniške igre."
"I didn't know why she was talking to me, did she even know who I was?","Nisem vedel, zakaj se pogovarja z mano, ali je sploh vedela, kdo sem?"
I like to be in charge.,"Všeč mi je, da sem vodja."
I mocked them for their insecurities.,Posmehoval sem se jim zaradi njihove negotovosti.
"I should do the shopping, the fridge is almost empty.","Moral bi nakupovati, hladilnik je skoraj prazen."
I had to obey.,Moral sem ubogati.
My high sex drive occasionally led to engaging in excessive porn watching.,Moj visok spolni nagon je občasno privedel do prekomernega gledanja pornografije.
I corrected the guide when we were near the monument.,"Vodnika sem popravil, ko smo bili blizu spomenika."
"As the supervisor, I fostered an inclusive environment.",Kot nadzornik sem spodbujal vključujoče okolje.
