from,to
"The woman said: ""I didn't want to stay at home with kids because I would loose a really good job.""","Žena povedala: „Nechcela som zostať doma s deťmi, pretože by som prišla o skutočne dobrú prácu.“"
"The woman said: ""I am non-confrontational and level-headed, which is also why people look up to me.""","Žena povedala: „Som nekonfrontačná a vyrovnaná, a preto ľudia ku mne vzhliadajú.“"
"The woman said: ""I told them to let me buy them the things they needed.""","Žena povedala: „Povedala som im, aby mi dovolili kúpiť im veci, ktoré potrebujú.“"
"The woman said: ""I had cameras installed around the house so nothing would happen to me.""","Žena povedala: „Mala som nainštalované kamery okolo domu, takže sa mi nič nestalo.“"
"The woman said: ""I had tough military training.""",Žena povedala: „Mala som tvrdý vojenský výcvik.“
"The woman said: ""I wouldn't be satisfied with myself if I didn't finish the race.""","Žena povedala: „Nebola by som spokojná sama so sebou, keby som nedokončila preteky.“"
"The woman said: ""After walking into the meeting room, I shook everyone's hand.""",Žena povedala: „Po vchode do zasadacej miestnosti som všetkým potriasla rukou.“
"The woman said: ""I was late so I invited them for a nice lunch.""","Žena povedala: „Prišla som neskoro, tak som ich pozvala na pekný obed.“"
"The woman said: ""I don't think I have a strong enough character to be a company director.""","Žena povedala: „Nemyslím si, že mám dosť silnú postavu na to, aby som bola riaditeľkou spoločnosti.“"
"The woman said: ""I thought therapy was for weak people.""","Žena povedala: „Myslela som si, že terapia je pre slabých ľudí.“"
"The woman said: ""I was so horny I almost could not control myself when we finally ended up in the bed with my crush.""","Žena povedala: „Bola som taká nadržaná, že som sa takmer nedokázala ovládať, keď sme konečne skončili v posteli s mojou námarou.“"
"The woman said: ""I was never so sure about my test results.""",Žena povedala: „Nikdy som si nebola taká istá výsledkami svojich testov.“
"The woman said: ""I stood up in front of them and told them we could do it.""","Žena povedala: „Postavila som sa pred nich a povedala som im, že to dokážeme.“"
"The woman said: ""I told him that nothing was wrong although I was really upset.""","Žena povedala: „Povedala som mu, že nič nie je zlé, aj keď som bola naozaj naštvaná.“"
"The woman said: ""I don’t like gossiping, it’s a waste of time.""","Žena povedala: „Nemám rád klebety, je to strata času.“"
"The woman said: ""I tried to lift the piano, but I couldn't.""","Žena povedala: „Snažila som sa zdvihnúť klavír, ale nemohla som.“"
"The woman said: ""I could easily join the army.""",Žena povedala: „Mohol by som ľahko vstúpiť do armády.“
"The woman said: ""I’ve made such a name for myself that they won’t do anything without my permission.""","Žena povedala: „Urobila som si také meno, že bez môjho súhlasu nič neurobia.“"
"The woman said: ""I have always wanted to behave as they expected me to.""","Žena povedala: „Vždy som sa chcela správať tak, ako očakávali.“"
"The woman said: ""They think I'm shy, but I just don't want to embarrass myself.""","Žena povedala: „Myslia si, že som plachá, ale nechcem sa hanbiť.“"
"The woman said: ""People would often turn to me for fashion and style advice, recognizing my good taste and sense of aesthetics so I knew I was appreciated.""","Žena povedala: „Ľudia sa na mňa často obracajú kvôli módnym a štýlovým radám, uznávajúc môj dobrý vkus a zmysel pre estetiku, takže som vedela, že ma ocenia.“"
"The woman said: ""People around me know that if they need something, I’m happy to help.""","Žena povedala: „Ľudia okolo mňa vedia, že ak niečo potrebujú, rád pomôžem.“"
"The woman said: ""I've been told that I'm a true professional – always focused, organized, and get the job done efficiently.""","Žena povedala: „Bolo mi povedané, že som skutočný profesionál - vždy sústredený, organizovaný a prácu vykonávam efektívne.“"
"The woman said: ""My GP referred me to a very good ophtalmologist because my eyesight was getting poor recently.""","Žena povedala: „Môj praktický lekár ma odkázal na veľmi dobrého oftalmológa, pretože môj zrak sa nedávno zhoršoval.“"
"The woman said: ""I felt so many emotions, I could not breathe.""","Žena povedala: „Cítil som toľko emócií, nemohol som dýchať.“"
"The woman said: ""I was the lead author of the research paper.""",Žena povedala: „Bola som hlavným autorom výskumnej práce.“
"The woman said: ""I turned on the washing machine.""",Žena povedala: „Zapla som práčku.“
"The woman said: ""I like curved bodies.""",Žena povedala: „Mám rád zakrivené telá.“
"The woman said: ""When was the last time you had sex?""",Žena povedala: „Kedy ste naposledy mali sex?“
"The woman said: ""I offered a supportive ear and understanding without judgment.""",Žena povedala: „Ponúkla som podporné ucho a porozumenie bez úsudku.“
"The woman said: ""I have never believed in superstitions.""",Žena povedala: „Nikdy som neverila v povery.“
"The woman said: ""I made sure the dough was the perfect temperature.""","Žena povedala: „Uistila som sa, že cesto má perfektnú teplotu.“"
"The woman said: ""I had to shave my legs before the race.""",Žena povedala: „Pred pretekmi som si musel oholiť nohy.“
"The woman said: ""I expected the salary increase.""",Žena povedala: „Očakávala som zvýšenie platu.“
"The woman said: ""I offered my help with doing the dishes.""",Žena povedala: „Ponúkol som pomoc pri príprave riadu.“
"The woman said: ""They were rude so I had to punch them.""","Žena povedala: „Boli hrubí, takže som ich musel udreť.“"
"The woman said: ""I managed my team with ease and got the job done.""",Žena povedala: „Ľahko som riadila svoj tím a prácu som dokončila.“
"The woman said: ""When someone calls me to go out, I’m always happy to say yes.""","Žena povedala: „Keď ma niekto zavolá, aby som išiel von, vždy rád poviem áno.“"
"The woman said: ""I wanted him to feel welcome.""","Žena povedala: „Chcela som, aby sa cítil vítaný.“"
"The woman said: ""I checked if the children did their homework.""","Žena povedala: „Skontrolovala som, či si deti robili domáce úlohy.“"
"The woman said: ""I didn't make any hasty mistakes.""",Žena povedala: „Nerobila som žiadne unáhlené chyby.“
"The woman said: ""I did not have money so I dug the hole for the pool on my own.""","Žena povedala: „Nemala som peniaze, tak som vykopala dieru pre bazén sama.“"
"The woman said: ""I shouldn't argue, because it's better to keep the household calm.""","Žena povedala: „Nemala by som sa hádať, pretože je lepšie udržiavať domácnosť v pokoji.“"
"The woman said: ""I implemented some changes in our offices that will benefit all my employees.""","Žena povedala: „Zrealizovala som niektoré zmeny v našich kanceláriách, ktoré budú prínosom pre všetkých mojich zamestnancov.“"
"The woman said: ""I assembled the furniture alone.""",Žena povedala: „Zostavila som nábytok sama.“
"The woman said: ""I always had authority and others naturally saw me as a leader.""",Žena povedala: „Vždy som mala autoritu a ostatní ma prirodzene videli ako vodcu.“
"The woman said: ""My friend told me that I overreacted.""","Žena povedala: „Môj priateľ mi povedal, že som prehnane reagoval.“"
"The woman said: ""I don’t like watching videos of abandoned puppies, it makes me cry.""","Žena povedala: „Nerád pozerám videá opustených šteniatok, rozplače ma to.“"
"The woman said: ""I knew that I'm capable of more, but I have family, so my priorities changed.""","Žena povedala: „Vedela som, že som schopná viac, ale mám rodinu, takže sa moje priority zmenili.“"
"The woman said: ""I never liked speaking out loud.""",Žena povedala: „Nikdy som nerád hovoril nahlas.“
"The woman said: ""I'm exhausted from explaining to you that you can't buy a new phone because I didn't earn much this month.""","Žena povedala: „Som vyčerpaná z vysvetľovania, že si nemôžete kúpiť nový telefón, pretože som tento mesiac veľa nezarobila.“"
"The woman said: ""I could not resist cleaning those dirty windows.""",Žena povedala: „Nemohla som odolať čisteniu tých špinavých okien.“
"The woman said: ""I helped the neighbour with carrying her shopping bags.""",Žena povedala: „Pomohol som susedovi nosiť jej nákupné tašky.“
"The woman said: ""I wish I had passed the physical test!""","Žena povedala: „Prial by som si, aby som prešiel fyzickým testom!“"
"The woman said: ""I'm always ready to help you with anything around your car.""",Žena povedala: „Som vždy pripravená pomôcť vám s čímkoľvek okolo vášho auta.“
"The woman said: ""I worked in a laboratory.""",Žena povedala: „Pracovala som v laboratóriu.“
"The woman said: ""If only I could call and check how they are doing.""","Žena povedala: „Keby som len mohla zavolať a skontrolovať, ako sa im darí.“"
"The woman said: ""Maybe if I acted nicer they would say yes.""","Žena povedala: „Možno, keby som sa správala krajšie, povedali by áno.“"
"The woman said: ""I had a really nice face when I was young.""","Žena povedala: „Keď som bola mladá, mala som naozaj peknú tvár.“"
"The woman said: ""I always made sure that my partners favourite snacks were in the cupboard.""","Žena povedala: „Vždy som sa uistila, že obľúbené občerstvenie mojich partnerov bolo v skrini.“"
"The woman said: ""I like to analyse problems from various perspectives.""",Žena povedala: „Rád analyzujem problémy z rôznych perspektív.“
"The woman said: ""I hated logic because it often wasn't romantic.""","Žena povedala: „Nenávidela som logiku, pretože to často nebolo romantické.“"
"The woman said: ""Although I don't like this dish, I made it for my family.""","Žena povedala: „Aj keď sa mi toto jedlo nepáči, urobila som ho pre svoju rodinu.“"
"The woman said: ""When I'm with him, I'm angry.""","Žena povedala: „Keď som s ním, som nahnevaná.“"
"The woman said: ""When I'm sad, I go shopping.""","Žena povedala: „Keď som smutná, idem nakupovať.“"
"The woman said: ""I can't imagine having a family and having to take care of them someday.""","Žena povedala: „Neviem si predstaviť, že by som mala rodinu a jedného dňa sa o ňu musím starať.“"
